Job,Operation,Machine,Start,Duration,End
1,1,1,69,14,83
1,2,3,51,18,69
1,3,2,21,25,46
1,4,5,0,15,15
2,1,3,69,22,91
2,2,5,29,19,48
2,3,5,29,0,29
3,1,4,73,16,89
3,2,1,35,32,67
3,3,2,0,21,21
3,4,5,0,0,0
4,1,4,51,22,73
4,2,3,35,16,51
4,3,1,19,16,35
4,4,3,0,19,19
5,1,2,46,31,77
5,2,5,15,14,29
5,3,4,0,15,15
