Job,Operation,Machine,Start,Duration,End
1,1,5,0,22,22
1,2,4,22,30,52
1,3,1,52,35,87
1,4,4,87,0,87
2,1,2,0,15,15
2,2,3,18,14,32
2,3,4,52,12,64
3,1,4,0,16,16
3,2,1,16,32,48
3,3,2,61,21,82
3,4,5,92,0,92
4,1,3,0,18,18
4,2,5,22,16,38
4,3,2,46,15,61
4,4,5,61,31,92
5,1,2,15,31,46
5,2,5,46,14,60
5,3,4,64,15,79
