Job,Operation,Machine,Start,Duration,End
1,1,1,0,14,14
1,2,3,14,18,32
1,3,2,46,25,71
1,4,5,71,15,86
2,1,2,31,15,46
2,2,3,54,14,68
2,3,4,68,12,80
3,1,4,0,16,16
3,2,1,16,32,48
3,3,2,71,21,92
3,4,4,92,0,92
4,1,4,16,22,38
4,2,3,38,16,54
4,3,1,54,16,70
4,4,3,70,19,89
5,1,2,0,31,31
5,2,5,31,14,45
5,3,4,45,15,60
