Job,Operation,Machine,Start,Duration,End
1,1,1,0,14,14
1,2,3,30,18,48
1,3,2,49,25,74
1,4,5,80,15,95
2,1,2,18,15,33
2,2,3,48,14,62
2,3,4,62,12,74
3,1,2,0,18,18
3,2,3,18,12,30
3,3,1,30,25,55
3,4,3,62,15,77
4,1,3,0,18,18
4,2,5,18,16,34
4,3,2,34,15,49
4,4,5,49,31,80
5,1,4,0,28,28
5,2,1,55,30,85
5,3,2,85,0,85
